20
36 311
15 9 342
16 9 669
17 9 918
9 18 702
9 19 443
20 9 655
9 21 610
22 9 675
23 9 44
9 24 519
25 9 381
9 26 514
9 27 548
28 9 866
29 9 724
9 30 408
9 31 643
32 9 887
33 9 457
34 9 512
9 35 771
9 36 858
9 37 129
9 38 921
9 39 476
10 11 44
12 10 141
14 10 731
15 10 138
16 10 849
10 17 113
10 18 286
10 19 202
20 10 681
10 21 39
22 10 268
10 23 344
24 10 63
25 10 701
10 26 682
10 27 659
28 10 925
29 10 315
30 10 523
10 31 247
32 10 134
10 33 678
34 10 948
36 10 898
10 37 979
10 38 168
39 10 993
12 11 800
11 13 431
14 11 686
11 15 382
16 11 880
11 17 979
18 11 8
19 11 831
11 21 308
11 22 154
11 23 157
11 24 977
11 25 965
26 11 21
27 11 780
11 28 479
29 11 596
30 11 665
11 31 108
11 33 606
11 34 314
35 11 100
11 36 292
37 11 993
38 11 337
11 39 884
12 13 396
12 14 726
12 15 985
16 12 360
17 12 82
18 12 910
19 12 612
20 12 317
12 21 494
22 12 865
12 23 490
24 12 730
25 12 743
26 12 808
12 27 6
12 28 148
12 29 676
30 12 633
31 12 431
32 12 555
12 33 20
12 34 167
35 12 776
36 12 179
37 12 413
12 38 367
39 12 824
13 14 853
15 13 673
16 13 468
17 13 107
18 13 779
13 19 12
20 13 140
21 13 663
13 22 15
13 23 40
13 24 289
25 13 207
27 13 892
28 13 633
13 29 481
31 13 316
32 13 531
33 13 898
13 34 630
35 13 247
13 36 456
13 37 694
38 13 79
13 39 856
14 15 691
16 14 559
14 17 12
14 18 843
19 14 871
14 20 426
14 21 270
14 22 621
23 14 838
24 14 201
14 25 109
14 26 459
27 14 99
28 14 976
29 14 208
14 30 76
14 31 79
32 14 497
33 14 1
14 34 506
14 35 149
36 14 800
37 14 958
14 38 213
14 39 229
15 16 639
15 17 649
15 18 127
15 19 245
20 15 387
15 21 753
15 22 41
23 15 755
25 15 277
15 26 847
27 15 605
15 29 460
15 31 498
15 33 466
15 34 754
35 15 865
15 36 236
15 37 923
38 15 219
39 15 973
18 16 655
20 16 97
16 21 288
16 22 72
23 16 525
16 24 302
25 16 740
16 26 694
16 28 538
29 16 641
16 30 957
16 31 289
16 32 288
33 16 298
34 16 359
16 35 139
36 16 780
37 16 17
16 38 241
16 39 461
18 17 439
17 19 815
17 20 22
21 17 979
17 22 134
23 17 27
17 24 422
17 25 821
17 26 522
17 27 838
17 28 522
17 29 679
17 30 497
31 17 288
32 17 676
17 33 130
34 17 348
17 35 297
36 17 293
17 37 289
17 39 543
19 18 792
18 20 636
21 18 93
22 18 244
18 23 232
18 24 574
25 18 74
18 26 280
27 18 310
29 18 256
30 18 600
31 18 691
32 18 284
33 18 439
18 34 378
18 35 221
18 36 105
18 37 673
18 38 514
18 39 188
19 20 631
19 21 193
19 22 883
23 19 871
19 24 179
25 19 767
26 19 238
27 19 806
19 28 9
19 29 701
19 30 310
19 31 895
32 19 525
19 33 259
19 34 339
35 19 827
36 19 115
19 37 484
38 19 675
19 39 447
20 21 456
20 22 343
23 20 420
24 20 68
20 25 399
26 20 511
27 20 691
20 28 263
29 20 773
20 30 707
20 31 369
32 20 441
20 33 461
20 34 135
20 35 96
37 20 992
20 38 324
20 39 473
21 22 67
21 23 588
21 24 310
21 25 348
26 21 211
27 21 291
28 21 800
21 29 217
30 21 411
21 31 973
32 21 835
21 33 721
34 21 109
35 21 921
21 36 664
21 37 68
38 21 946
39 21 215
23 22 758
24 22 350
25 22 101
26 22 148
22 27 950
22 28 572
29 22 889
30 22 409
31 22 104
22 32 403
22 33 215
34 22 460
35 22 818
22 36 90
38 22 601
23 24 533
23 25 456
23 26 3
27 23 906
23 28 274
29 23 495
30 23 982
33 23 771
23 34 467
35 23 825
23 36 230
23 37 232
38 23 263
23 39 524
25 24 153
26 24 888
24 28 629
24 29 275
30 24 148
31 24 945
24 32 612
24 33 404
34 24 469
35 24 34
24 36 836
24 37 720
24 38 136
24 39 519
25 26 491
25 27 446
28 25 995
25 29 976
31 25 97
25 32 552
33 25 281
25 34 618
35 25 76
25 36 340
25 37 946
38 25 269
25 39 476
27 26 204
26 28 409
29 26 516
30 26 344
26 31 478
26 32 934
34 26 576
35 26 495
26 36 781
26 37 482
38 26 869
28 27 312
27 29 591
27 30 445
27 32 76
33 27 83
34 27 853
27 35 923
36 27 672
37 27 221
27 38 606
27 39 714
29 28 713
30 28 120
31 28 620
32 28 718
28 33 955
28 34 473
35 28 446
36 28 350
37 28 136
28 38 88
31 29 940
32 29 973
33 29 282
34 29 492
35 29 350
36 29 897
29 37 953
38 29 540
29 39 957
30 31 543
32 30 443
30 33 983
30 34 48
35 30 933
30 36 671
37 30 661
30 39 664
33 31 902
31 34 186
35 31 331
31 36 316
31 37 929
38 31 179
31 39 59
32 33 535
32 34 931
35 32 678
36 32 698
32 37 541
32 38 817
34 33 220
35 33 704
36 33 385
33 38 15
39 33 768
34 35 347
34 36 114
34 37 612
38 34 580
34 39 949
35 36 866
37 35 675
35 39 82
36 37 745
36 38 461
39 36 747
38 37 860
37 39 394
38 39 160
1
31
42 682
2 1 921
1 3 1000
4 1 621
1 5 935
1 6 400
7 1 53
8 1 233
9 1 960
10 1 589
11 1 500
13 1 31
14 1 53
1 15 308
16 1 636
1 17 739
1 18 899
19 1 589
1 20 300
21 1 713
22 1 47
23 1 324
24 1 282
1 25 63
26 1 702
1 27 17
28 1 752
1 29 406
30 1 174
31 1 320
32 1 546
1 33 189
1 34 395
1 36 354
38 1 866
39 1 326
1 40 98
1 42 58
2 3 989
2 4 248
2 5 226
6 2 704
2 7 547
8 2 731
10 2 758
11 2 978
12 2 42
2 13 839
14 2 693
16 2 214
17 2 547
2 18 13
19 2 226
20 2 834
22 2 340
23 2 132
2 24 316
2 25 308
26 2 636
27 2 333
28 2 502
29 2 786
2 30 810
31 2 496
33 2 288
34 2 948
2 35 927
36 2 949
2 37 149
39 2 196
2 40 543
2 41 755
3 5 179
3 6 29
3 7 204
8 3 541
9 3 919
10 3 793
11 3 44
3 12 664
13 3 262
14 3 945
3 15 326
17 3 542
18 3 244
3 19 465
3 20 240
21 3 86
22 3 841
23 3 146
24 3 476
3 25 305
27 3 943
30 3 126
3 31 670
3 32 7
3 34 349
3 35 839
37 3 103
38 3 360
39 3 471
3 40 40
41 3 645
42 3 252
5 4 212
4 6 715
4 8 409
9 4 44
10 4 94
4 11 689
12 4 584
4 15 886
4 16 638
4 19 109
20 4 51
21 4 132
4 22 678
4 25 866
26 4 640
27 4 77
4 28 325
4 29 336
30 4 166
31 4 99
32 4 782
4 33 235
4 34 956
35 4 356
37 4 873
4 38 12
4 39 235
4 40 49
42 4 64
6 5 966
7 5 375
5 8 314
5 9 564
5 10 689
5 11 946
12 5 744
5 13 534
5 14 291
15 5 921
16 5 865
17 5 846
5 18 650
5 19 221
20 5 464
5 21 719
22 5 372
23 5 507
24 5 410
25 5 200
27 5 767
28 5 916
29 5 642
5 30 229
32 5 929
33 5 886
34 5 325
5 35 4
36 5 137
38 5 545
39 5 655
5 40 81
41 5 964
5 42 659
7 6 205
6 8 858
6 9 106
11 6 749
6 13 689
14 6 868
6 15 534
6 16 228
17 6 809
18 6 916
20 6 665
22 6 17
24 6 600
25 6 711
26 6 399
6 27 729
28 6 4
6 29 283
6 30 16
6 31 853
6 32 710
34 6 803
6 35 801
36 6 827
37 6 317
6 38 38
40 6 201
41 6 875
6 42 435
8 7 289
9 7 412
7 10 347
11 7 269
12 7 105
15 7 659
7 16 372
7 17 152
7 18 41
7 19 506
7 20 299
7 21 775
7 22 874
7 23 561
25 7 168
26 7 222
27 7 846
7 28 515
7 29 346
7 30 163
7 31 772
7 32 970
34 7 954
7 35 695
7 36 408
37 7 433
7 39 995
41 7 809
9 8 352
10 8 337
11 8 912
8 12 491
8 13 72
14 8 301
8 15 598
8 16 3
18 8 158
8 22 198
23 8 750
24 8 180
25 8 918
28 8 679
31 8 541
8 32 970
8 34 519
35 8 434
36 8 859
8 38 161
8 39 701
40 8 137
9 10 943
12 9 807
9 13 949
9 14 669
9 15 113
9 16 141
9 17 636
18 9 419
19 9 991
9 20 739
21 9 241
9 22 66
23 9 497
9 24 849
9 25 430
27 9 239
9 29 493
9 30 750
31 9 259
32 9 722
9 37 667
38 9 509
40 9 746
10 11 142
12 10 210
13 10 986
14 10 572
15 10 996
10 16 585
17 10 98
10 18 235
19 10 832
22 10 559
10 23 241
10 25 782
10 27 538
28 10 540
29 10 441
10 30 856
31 10 342
32 10 29
10 33 586
10 34 617
35 10 525
36 10 84
10 38 380
10 39 515
40 10 987
10 42 726
12 11 774
11 13 567
11 14 79
15 11 828
11 16 259
18 11 622
19 11 598
11 20 18
21 11 32
22 11 136
23 11 39
11 24 995
11 25 95
11 26 256
11 28 784
29 11 546
30 11 615
31 11 549
11 32 384
33 11 362
34 11 906
11 35 891
37 11 795
38 11 479
39 11 518
11 40 8
11 41 697
12 13 515
12 14 572
12 15 328
12 16 383
17 12 611
18 12 420
12 21 554
22 12 501
24 12 247
12 25 863
26 12 792
12 30 135
12 33 222
34 12 163
12 35 931
36 12 508
37 12 119
38 12 834
12 39 724
12 40 25
12 41 945
14 13 772
13 15 220
16 13 327
17 13 323
13 18 696
13 19 645
13 21 593
13 23 557
24 13 783
25 13 791
27 13 255
28 13 246
13 29 66
13 30 20
31 13 957
13 32 843
13 35 183
36 13 844
37 13 69
40 13 398
13 41 440
42 13 586
14 15 225
14 16 997
14 17 355
18 14 293
19 14 498
14 20 607
21 14 147
14 22 448
14 23 276
24 14 106
25 14 93
26 14 74
14 28 711
29 14 784
30 14 52
31 14 175
14 32 632
33 14 93
14 34 550
14 35 29
14 37 413
14 38 115
40 14 117
41 14 359
14 42 317
16 15 502
18 15 639
15 20 678
21 15 782
22 15 529
15 24 190
15 25 19
15 26 957
15 27 367
15 28 432
15 30 942
15 31 953
32 15 722
33 15 944
34 15 155
36 15 800
37 15 535
38 15 651
15 41 543
42 15 657
17 16 720
18 16 669
19 16 383
20 16 656
21 16 73
16 22 298
23 16 98
16 25 845
16 27 580
16 28 829
16 29 962
16 30 453
31 16 749
16 32 820
16 33 447
16 34 488
16 35 878
36 16 233
37 16 419
16 38 265
40 16 740
18 17 603
19 17 215
21 17 434
22 17 344
23 17 827
17 24 421
25 17 549
17 26 887
27 17 599
28 17 980
30 17 739
17 32 259
33 17 555
17 34 95
17 35 97
17 38 864
17 39 963
42 17 62
18 20 302
21 18 712
23 18 226
24 18 596
18 25 207
26 18 199
18 27 70
28 18 623
18 29 419
30 18 695
18 31 770
18 32 35
18 33 775
18 34 677
18 35 690
36 18 63
18 38 883
39 18 274
40 18 707
41 18 670
18 42 91
19 20 899
19 21 8
22 19 512
19 23 848
24 19 913
19 25 406
19 26 446
19 27 468
28 19 914
19 29 25
30 19 530
19 31 153
32 19 967
33 19 413
19 34 181
19 36 874
39 19 244
40 19 118
42 19 366
21 20 656
20 22 683
23 20 151
24 20 962
20 25 423
28 20 817
31 20 135
32 20 358
33 20 630
34 20 391
20 35 416
37 20 15
38 20 843
20 42 458
22 21 31
25 21 491
21 26 789
21 27 507
28 21 462
29 21 261
21 30 432
21 31 592
21 32 885
33 21 565
34 21 916
21 37 953
21 38 412
21 41 181
22 23 294
24 22 732
27 22 75
28 22 381
22 29 966
30 22 626
22 31 115
34 22 680
35 22 63
22 36 952
37 22 298
38 22 285
39 22 619
40 22 727
41 22 866
23 26 111
27 23 604
23 28 300
23 29 738
30 23 349
23 31 219
32 23 552
33 23 652
34 23 675
23 36 733
37 23 345
38 23 326
39 23 543
40 23 961
23 41 359
23 42 97
25 24 284
24 26 692
27 24 360
24 28 437
29 24 827
30 24 661
31 24 229
24 32 475
33 24 821
24 34 401
35 24 490
36 24 617
38 24 714
39 24 944
24 40 162
24 42 658
25 26 70
25 27 558
28 25 81
29 25 283
25 30 134
31 25 179
37 25 408
25 38 751
39 25 512
25 41 804
27 26 309
26 28 980
26 29 760
26 30 575
31 26 24
32 26 724
33 26 955
34 26 979
26 35 439
26 36 549
26 37 176
38 26 741
26 39 274
40 26 737
42 26 330
27 28 524
29 27 224
30 27 918
27 31 831
32 27 15
33 27 728
34 27 703
36 27 316
27 37 41
27 38 305
40 27 969
27 41 511
42 27 92
29 28 51
30 28 919
32 28 444
28 33 155
35 28 932
36 28 863
28 37 129
28 40 127
28 41 404
42 28 395
29 31 881
29 32 379
34 29 897
35 29 673
36 29 820
29 37 55
29 38 699
39 29 947
40 29 606
42 29 137
32 30 329
34 30 408
35 30 508
36 30 927
30 39 74
40 30 65
42 30 962
31 32 934
34 31 93
35 31 717
36 31 831
31 37 998
38 31 378
31 39 933
31 40 991
42 31 684
34 32 814
35 32 608
32 36 176
37 32 135
38 32 571
32 40 136
32 41 526
42 32 500
33 34 814
33 35 387
33 36 232
33 37 834
38 33 55
33 39 380
33 41 593
35 34 326
34 36 61
34 37 679
34 38 695
34 39 856
40 34 463
41 34 192
34 42 663
37 35 340
35 38 948
39 35 597
40 35 759
41 35 554
42 35 364
38 36 720
42 36 826
37 38 670
39 37 708
37 40 766
41 37 280
42 37 969
38 39 518
40 38 50
41 38 811
42 38 334
39 40 887
41 39 954
42 39 803
42 40 926
42 41 743
28
36 9 9 10 14 21 4 5 19 21 25 5 11 17 18 33 2 25 38 20 29 21 5 41 10 29 8 31
92 4145
2 1 718
3 1 485
1 4 235
1 5 648
6 1 497
7 1 881
1 8 112
1 9 217
10 1 68
11 1 305
1 12 147
1 13 377
14 1 50
1 15 955
16 1 45
17 1 224
18 1 478
1 19 145
20 1 734
21 1 560
1 22 10
23 1 815
24 1 71
1 25 609
26 1 145
27 1 72
1 28 961
29 1 911
30 1 853
31 1 889
32 1 876
1 33 530
34 1 986
35 1 229
1 36 705
1 37 533
38 1 865
39 1 311
40 1 73
1 41 696
42 1 886
43 1 931
1 44 931
45 1 14
46 1 226
47 1 6
1 48 218
49 1 383
1 50 946
51 1 224
52 1 636
1 53 215
54 1 118
1 55 489
56 1 597
1 57 541
58 1 890
59 1 290
1 60 98
1 61 749
62 1 505
1 63 264
1 64 558
65 1 879
1 66 85
67 1 764
1 68 353
69 1 622
1 70 848
1 71 150
72 1 604
73 1 506
74 1 246
1 75 309
1 76 142
1 77 782
78 1 280
79 1 840
80 1 257
1 81 410
82 1 155
1 83 232
84 1 854
85 1 298
86 1 623
87 1 76
88 1 621
89 1 246
1 90 369
91 1 596
92 1 846
2 3 608
2 4 634
5 2 358
6 2 315
2 7 969
2 8 933
2 9 228
10 2 547
2 11 692
2 12 109
2 13 964
14 2 889
15 2 321
2 16 396
17 2 439
18 2 706
19 2 91
2 20 973
2 21 891
22 2 139
23 2 610
2 24 219
25 2 265
26 2 945
27 2 546
28 2 688
2 29 30
2 30 751
2 31 355
33 2 23
2 34 646
2 35 92
2 36 855
2 37 194
38 2 493
2 39 313
2 40 527
41 2 68
2 42 141
43 2 503
2 44 206
45 2 1000
46 2 939
47 2 728
2 48 36
2 49 201
2 50 937
51 2 9
52 2 196
2 53 752
54 2 669
55 2 759
56 2 438
57 2 97
2 58 801
59 2 86
60 2 310
2 61 782
2 62 33
2 63 211
2 64 420
2 65 674
2 66 17
67 2 108
2 68 170
2 69 823
2 70 908
2 71 874
2 72 201
2 73 642
2 74 173
75 2 126
2 76 172
77 2 721
2 78 410
79 2 769
80 2 859
81 2 676
82 2 804
2 83 979
2 84 737
85 2 145
86 2 377
87 2 629
88 2 966
2 89 365
2 90 402
2 91 302
2 92 95
3 4 66
5 3 77
3 6 842
7 3 73
8 3 996
9 3 899
3 10 550
3 11 153
12 3 476
13 3 459
14 3 934
15 3 487
3 16 189
3 17 78
18 3 399
19 3 286
20 3 89
3 21 561
3 22 45
3 23 382
3 24 917
25 3 887
3 26 462
27 3 275
3 28 832
3 29 524
3 30 109
3 31 115
32 3 520
3 33 546
3 34 72
35 3 251
36 3 317
3 37 304
3 38 635
3 39 635
3 40 44
3 41 334
3 42 691
43 3 253
44 3 22
45 3 387
3 46 347
3 47 266
48 3 95
3 49 295
50 3 922
3 51 93
3 52 71
53 3 729
3 54 739
3 55 814
3 56 708
3 57 722
3 58 156
3 59 144
3 60 877
61 3 312
3 62 480
63 3 956
3 64 137
3 65 564
3 66 653
67 3 516
3 68 926
69 3 476
3 70 430
3 71 736
72 3 27
3 73 513
3 74 418
3 75 301
76 3 719
3 77 778
78 3 283
3 79 33
80 3 895
3 81 808
82 3 680
83 3 288
84 3 483
85 3 633
3 86 883
3 87 282
88 3 145
89 3 389
90 3 676
91 3 906
92 3 657
4 5 251
6 4 868
4 7 177
4 8 176
4 9 933
10 4 755
11 4 9
4 12 134
4 13 968
4 14 451
15 4 930
4 16 231
17 4 245
4 18 3
19 4 513
20 4 133
4 21 874
22 4 61
23 4 668
24 4 277
4 25 58
26 4 575
27 4 647
4 28 526
29 4 305
30 4 126
31 4 994
4 32 245
33 4 657
34 4 950
4 35 200
36 4 771
37 4 775
4 38 787
4 39 850
40 4 517
41 4 751
42 4 940
43 4 466
44 4 99
45 4 308
4 46 307
47 4 617
4 48 866
49 4 953
4 50 870
4 51 953
52 4 523
4 53 531
54 4 385
4 55 667
4 56 241
4 57 796
58 4 57
4 59 98
60 4 782
4 61 465
62 4 34
4 63 542
64 4 871
4 65 141
66 4 827
68 4 283
4 69 596
4 70 932
4 71 597
72 4 664
73 4 585
4 74 961
4 75 847
76 4 240
77 4 831
4 78 872
4 79 989
4 80 347
81 4 987
82 4 213
83 4 756
4 84 70
85 4 990
86 4 219
4 87 575
4 88 447
4 89 940
91 4 926
4 92 29
5 6 954
7 5 221
5 8 682
5 9 257
5 10 903
5 11 271
5 12 841
5 13 769
5 14 794
15 5 962
16 5 384
17 5 576
18 5 689
19 5 490
20 5 891
21 5 804
5 22 834
23 5 721
24 5 421
25 5 569
26 5 754
5 27 35
5 28 449
5 29 84
5 30 231
31 5 24
32 5 564
33 5 568
34 5 967
35 5 677
36 5 736
5 37 476
5 38 374
5 39 891
40 5 906
41 5 58
5 42 436
5 43 846
5 44 373
5 45 858
5 46 525
47 5 15
5 48 413
49 5 854
50 5 615
5 51 963
5 52 789
53 5 756
5 54 600
5 55 545
56 5 98
57 5 39
58 5 621
5 59 64
5 60 469
61 5 358
5 62 884
63 5 496
5 64 269
65 5 683
66 5 875
5 67 604
68 5 362
71 5 997
72 5 670
73 5 758
5 74 707
75 5 390
5 76 581
5 77 306
5 78 738
79 5 790
80 5 348
81 5 818
5 82 682
83 5 942
5 84 514
5 85 345
5 86 984
5 87 726
5 88 42
5 89 160
5 90 663
5 91 240
5 92 653
7 6 748
6 8 698
6 9 2
6 10 325
6 11 358
12 6 958
6 13 624
14 6 667
6 15 489
16 6 861
6 17 343
18 6 771
6 19 408
6 20 805
6 21 284
6 22 467
23 6 53
6 24 550
25 6 947
6 26 287
27 6 283
28 6 776
6 29 200
6 30 304
6 31 829
6 32 187
6 33 658
34 6 744
35 6 877
36 6 724
37 6 162
38 6 328
39 6 678
6 40 711
6 41 753
42 6 307
6 43 250
44 6 336
45 6 711
46 6 992
47 6 485
48 6 600
6 49 885
50 6 451
51 6 272
52 6 998
6 53 388
54 6 300
6 55 335
6 56 43
57 6 491
6 58 751
59 6 707
60 6 53
6 61 141
62 6 827
63 6 528
6 64 726
6 65 112
66 6 211
6 67 552
69 6 346
70 6 879
6 73 584
74 6 527
6 75 164
6 76 802
6 77 125
78 6 125
6 79 793
80 6 881
81 6 577
82 6 127
83 6 867
84 6 604
85 6 176
6 86 702
87 6 240
6 88 734
6 89 442
6 90 14
6 92 369
7 8 269
9 7 995
7 10 768
11 7 99
12 7 428
7 13 770
14 7 169
7 15 313
7 16 265
7 17 562
7 18 961
7 19 368
7 20 919
21 7 972
22 7 349
7 23 402
7 24 885
25 7 763
7 26 622
7 27 35
7 28 453
29 7 302
30 7 335
31 7 567
32 7 870
33 7 721
34 7 130
35 7 866
36 7 274
37 7 101
7 38 108
7 39 758
7 40 513
41 7 659
42 7 996
7 43 577
7 44 37
7 45 669
7 46 328
47 7 581
7 48 907
49 7 534
50 7 497
7 51 318
52 7 584
7 53 356
54 7 354
7 55 847
7 56 426
7 57 517
7 58 461
7 59 686
7 60 131
61 7 199
7 62 877
63 7 987
64 7 434
65 7 15
7 66 909
7 67 60
68 7 505
7 69 867
7 70 712
71 7 60
7 72 536
7 73 768
7 74 839
7 75 768
7 76 96
77 7 749
7 78 734
7 79 937
7 80 985
81 7 477
7 82 935
83 7 109
84 7 100
85 7 825
86 7 829
7 87 773
88 7 930
89 7 140
90 7 746
7 91 448
7 92 467
9 8 613
8 10 906
8 11 263
8 12 664
13 8 600
8 14 470
8 15 159
8 16 610
8 17 486
18 8 610
19 8 810
20 8 800
21 8 728
22 8 823
8 23 334
24 8 885
25 8 80
8 26 962
27 8 13
8 28 288
8 29 129
30 8 131
8 31 195
8 32 610
8 33 242
34 8 215
35 8 907
8 36 51
8 37 694
8 38 734
8 39 947
8 40 934
8 41 807
42 8 725
8 43 683
8 44 776
45 8 174
46 8 629
8 47 114
48 8 621
8 49 781
50 8 899
51 8 89
52 8 155
53 8 29
54 8 630
8 55 325
56 8 533
57 8 816
58 8 508
8 59 753
8 60 993
8 61 377
8 62 397
8 63 258
8 64 803
8 65 159
67 8 102
68 8 290
69 8 64
70 8 862
71 8 992
8 72 654
8 73 83
8 74 429
8 75 950
8 76 384
8 77 675
8 78 512
8 79 123
8 80 725
81 8 723
8 82 496
8 83 593
8 84 663
8 85 297
8 86 847
8 87 555
8 88 404
89 8 551
8 90 797
91 8 948
8 92 486
10 9 429
9 11 421
9 12 822
9 13 57
14 9 53
15 9 744
9 16 396
9 17 345
9 18 854
9 19 9
9 20 544
9 21 193
9 22 850
9 23 207
9 24 654
9 25 652
9 26 576
9 27 543
28 9 766
9 29 712
9 30 410
9 31 223
32 9 558
9 33 918
9 34 72
35 9 436
36 9 510
9 37 620
9 38 299
9 39 477
40 9 243
9 41 459
42 9 771
9 43 150
9 44 716
9 45 201
9 46 818
47 9 782
9 48 152
49 9 648
9 50 463
9 51 816
9 52 726
9 53 269
9 54 323
55 9 22
56 9 451
9 57 393
9 58 847
59 9 346
60 9 992
61 9 412
9 62 404
63 9 403
64 9 41
65 9 317
9 66 178
67 9 438
68 9 792
9 69 403
9 70 290
9 71 394
9 72 504
9 73 232
74 9 44
9 75 298
9 76 938
9 77 217
9 78 705
79 9 671
9 80 346
81 9 623
9 82 777
9 83 884
9 84 795
85 9 504
9 86 439
88 9 905
89 9 415
9 90 895
9 91 241
9 92 312
11 10 152
10 12 471
10 13 433
10 14 931
10 15 443
10 16 244
17 10 462
10 18 876
10 19 79
10 20 267
10 21 419
10 22 3
10 23 691
10 24 285
10 25 958
10 26 988
10 27 29
28 10 248
29 10 939
10 30 198
31 10 499
10 32 78
10 34 839
10 35 660
36 10 86
10 37 604
38 10 285
10 39 200
40 10 161
10 41 524
10 42 124
10 43 756
10 44 447
45 10 532
10 46 215
47 10 247
10 48 475
10 49 468
50 10 388
10 51 390
10 52 437
53 10 643
10 54 198
10 55 608
56 10 148
57 10 947
10 58 539
10 59 185
60 10 846
61 10 289
10 62 126
10 63 528
64 10 586
10 65 206
10 66 766
10 67 745
68 10 87
69 10 960
70 10 29
71 10 171
10 72 762
10 73 338
10 74 714
75 10 603
76 10 692
10 77 240
78 10 248
10 79 480
10 80 537
81 10 68
82 10 269
83 10 5
10 84 242
85 10 580
10 86 987
87 10 434
88 10 603
10 89 697
90 10 498
10 91 10
10 92 702
12 11 249
13 11 492
11 14 678
11 15 127
11 16 46
17 11 600
18 11 49
11 19 902
11 20 509
21 11 992
11 22 467
11 23 833
24 11 472
25 11 914
11 26 167
27 11 855
11 28 932
11 29 715
11 30 300
31 11 877
32 11 812
11 33 335
11 34 359
35 11 324
11 36 740
37 11 67
11 38 247
39 11 633
40 11 95
11 41 627
42 11 200
43 11 684
44 11 354
11 45 644
46 11 585
47 11 98
48 11 790
11 49 995
11 50 710
11 51 788
11 52 410
11 53 644
54 11 815
55 11 677
56 11 214
57 11 941
58 11 839
11 59 984
11 60 561
11 61 648
62 11 605
63 11 359
11 64 84
11 65 436
11 66 478
67 11 597
68 11 405
11 69 564
70 11 273
11 71 965
11 72 157
11 73 335
11 74 874
11 75 337
76 11 283
11 77 38
78 11 264
11 79 788
80 11 247
81 11 458
82 11 639
11 84 80
85 11 599
11 86 539
11 87 95
11 88 449
89 11 469
11 90 161
11 91 699
92 11 815
12 13 462
12 14 463
12 15 834
16 12 1000
17 12 349
18 12 732
19 12 1
12 20 356
21 12 6
22 12 456
12 23 584
12 24 176
12 25 908
26 12 949
27 12 768
12 28 51
29 12 28
12 30 283
12 31 652
12 32 404
33 12 607
12 34 874
12 35 437
36 12 34
12 37 932
38 12 612
39 12 339
12 40 682
41 12 987
42 12 96
12 43 907
44 12 165
12 45 820
46 12 961
12 47 116
48 12 895
49 12 990
50 12 605
12 51 185
52 12 281
12 53 592
12 54 175
55 12 330
12 56 760
12 57 363
58 12 645
12 59 235
12 60 836
61 12 965
62 12 370
12 63 995
12 64 466
65 12 912
12 66 53
12 67 318
68 12 986
12 69 417
70 12 952
12 71 892
72 12 762
73 12 210
74 12 578
12 75 8
12 76 233
77 12 969
12 78 789
79 12 890
80 12 828
81 12 7
82 12 753
12 83 205
12 84 901
85 12 57
12 86 927
12 87 121
12 88 295
12 89 850
90 12 215
12 91 778
12 92 83
14 13 855
15 13 139
13 16 463
17 13 718
18 13 121
13 19 881
13 20 348
21 13 193
22 13 143
23 13 493
13 24 17
25 13 992
26 13 122
13 27 357
28 13 697
13 29 603
13 30 95
31 13 979
32 13 515
13 33 896
34 13 784
13 35 255
36 13 317
37 13 895
38 13 219
13 39 146
40 13 876
13 41 508
13 42 313
43 13 604
44 13 749
13 45 800
13 46 609
13 47 46
48 13 375
13 49 681
13 50 507
13 51 865
13 52 742
53 13 990
54 13 581
13 55 557
56 13 594
57 13 524
58 13 161
13 59 803
13 60 518
61 13 475
13 62 765
13 63 716
64 13 970
65 13 114
66 13 786
13 67 575
68 13 393
13 69 559
70 13 973
71 13 807
72 13 667
13 73 743
74 13 617
75 13 370
13 76 652
77 13 148
13 78 451
13 79 236
80 13 595
13 81 562
82 13 797
13 83 658
84 13 333
85 13 633
86 13 355
87 13 79
13 88 887
89 13 126
90 13 81
13 91 667
13 92 399
14 15 666
14 16 467
14 17 30
14 18 844
14 20 346
14 21 164
14 22 793
14 23 225
24 14 573
14 25 136
14 26 38
14 27 183
14 28 193
14 29 705
30 14 923
14 31 72
14 32 366
14 33 61
14 34 396
35 14 676
14 36 649
37 14 495
38 14 302
39 14 567
14 40 458
14 41 938
14 42 916
14 43 9
14 44 719
14 45 553
46 14 549
14 47 117
14 48 375
49 14 234
14 50 571
14 51 115
52 14 608
14 53 382
54 14 374
55 14 454
14 56 465
57 14 602
14 58 120
14 59 726
14 60 737
61 14 441
62 14 823
63 14 279
64 14 614
65 14 664
66 14 902
67 14 785
14 69 150
70 14 329
14 71 915
14 72 46
73 14 722
14 74 417
75 14 466
76 14 223
77 14 70
14 78 97
79 14 201
14 80 135
81 14 954
14 82 17
14 83 907
84 14 142
14 85 764
14 86 592
87 14 165
88 14 335
14 89 916
14 90 421
14 91 412
14 92 754
16 15 567
15 17 2
18 15 244
19 15 859
15 20 132
21 15 403
22 15 210
23 15 706
15 24 890
15 25 339
26 15 540
27 15 449
28 15 760
29 15 800
30 15 819
31 15 409
15 32 99
33 15 850
34 15 224
35 15 461
15 36 604
37 15 920
15 38 916
15 39 365
40 15 295
41 15 259
15 42 862
15 43 44
15 44 989
15 45 256
15 46 426
47 15 339
48 15 795
15 49 18
15 50 516
51 15 316
15 52 849
15 53 574
54 15 697
55 15 839
56 15 772
57 15 718
